# Generated with ADRIA.jl v0.10.0 on 2023-11-25_11_53_14_950
component,fieldname,val,bounds,default_bounds,ptype,dists,criteria_keywords,lower_bound,upper_bound,is_constant,name,description
Coral,large_massives_6_5_fecundity,341081.56995084044,"(306973.4129557564, 375189.7269459245, 0.5)","(306973.4129557564, 375189.7269459245, 0.5)",real,triang,,306973.4129557564,375189.7269459245,false,Large Massives 6 5 Fecundity,
Coral,large_massives_6_5_mb_rate,0.02,"(0.018000000000000002, 0.022000000000000002, 0.5)","(0.018000000000000002, 0.022000000000000002, 0.5)",real,triang,,0.018000000000000002,0.022000000000000002,false,Large Massives 6 5 Mb Rate,
Coral,large_massives_6_5_dist_mean,7.153507902,"(6.438157111800001, 7.868858692200001, 0.5)","(6.438157111800001, 7.868858692200001, 0.5)",real,triang,,6.438157111800001,7.868858692200001,false,Large Massives 6 5 Dist Mean,
Coral,large_massives_6_5_dist_std,5.538122776,"(4.9843104984, 6.0919350536, 0.5)","(4.9843104984, 6.0919350536, 0.5)",real,triang,,4.9843104984,6.0919350536,false,Large Massives 6 5 Dist Std,
Coral,large_massives_6_6_mean_colony_diameter_m,0.6,"(0.54, 0.66, 0.5)","(0.54, 0.66, 0.5)",real,triang,,0.54,0.66,false,Large Massives 6 6 Mean Colony Diameter M,
Coral,large_massives_6_6_growth_rate,0.012,"(0.0108, 0.013200000000000002, 0.5)","(0.0108, 0.013200000000000002, 0.5)",real,triang,,0.0108,0.013200000000000002,false,Large Massives 6 6 Growth Rate,
Coral,large_massives_6_6_fecundity,456342.4308669357,"(410708.1877802421, 501976.67395362933, 0.5)","(410708.1877802421, 501976.67395362933, 0.5)",real,triang,,410708.1877802421,501976.67395362933,false,Large Massives 6 6 Fecundity,
Coral,large_massives_6_6_mb_rate,0.02,"(0.018000000000000002, 0.022000000000000002, 0.5)","(0.018000000000000002, 0.022000000000000002, 0.5)",real,triang,,0.018000000000000002,0.022000000000000002,false,Large Massives 6 6 Mb Rate,
Coral,large_massives_6_6_dist_mean,7.153507902,"(6.438157111800001, 7.868858692200001, 0.5)","(6.438157111800001, 7.868858692200001, 0.5)",real,triang,,6.438157111800001,7.868858692200001,false,Large Massives 6 6 Dist Mean,
Coral,large_massives_6_6_dist_std,5.538122776,"(4.9843104984, 6.0919350536, 0.5)","(4.9843104984, 6.0919350536, 0.5)",real,triang,,4.9843104984,6.0919350536,false,Large Massives 6 6 Dist Std,
